t,H,F,I,unsatisfied_clauses,assignment_entropy
181,0.006136715092592046,0.18676850142065654,0.9173428980815101,1,0.8425177262237555
182,0.006113009021891273,0.18716248275852984,0.9193984478040287,1,0.8421313121822144
183,0.006073749021174118,0.18820362000015717,0.9193803035425914,1,0.8411486718311721
184,0.006047580117443622,0.18833509101760373,0.9200387701733626,0,0.8407290433120664
185,0.005950640492836463,0.19107485276440772,0.9204642727039027,0,0.8371986299022355
186,0.005827492785270797,0.19590271142226498,0.9180451223691288,0,0.8313801528240374
187,0.005701618310690765,0.20195318908329107,0.914810102254418,1,0.8241158784450779
188,0.005655680428029545,0.20477799713197528,0.9135247590827219,1,0.8202597484330679
189,0.005705072000916077,0.2026369552475765,0.9123563945710261,1,0.8208795696550045
190,0.005766478406411714,0.2000928936107052,0.910649036683189,1,0.8227221876137223
191,0.005839431073789075,0.1964698246576791,0.9106895839390472,1,0.8255780218914125
192,0.005909283312493645,0.19403937520932824,0.9097164928551507,1,0.8282644049170199
193,0.005950581117070854,0.1923235657102203,0.9098894276476865,1,0.8297568227341979
194,0.005988873182596267,0.19050722304096301,0.9100449042876007,1,0.8314124738929456
195,0.005996138942094612,0.18899407879268473,0.9115631339615913,1,0.832673164948543
196,0.006023177331475892,0.18601468292841258,0.9154880098991145,1,0.8348995832389179
197,0.006034038791756599,0.1841610112090194,0.9188320714437668,1,0.8358939276065123
198,0.0060240255078939774,0.1837954156394658,0.9209557076441615,1,0.8360090121464393
199,0.00600658317716809,0.18415723011251037,0.922524207894541,1,0.8353142415262665
200,0.006005483881037617,0.18440829528490993,0.9247145876929574,1,0.8351803659071203
201,0.006005388838608501,0.18461196653167122,0.9278355558623617,1,0.8352286942967215
202,0.00601142582006613,0.18414373684582883,0.9300563596090716,1,0.8357877723201891
203,0.006001991365386586,0.18425156328379702,0.9317462603065103,1,0.8359477718377493
204,0.005999989358290372,0.1835451260974689,0.9330450219613482,1,0.8369417794923836
205,0.006005011426776939,0.18298098056191583,0.9344026217102508,1,0.8380433078920062
206,0.005993797548594664,0.18337852526967438,0.9346769911860486,1,0.8382341271725704
207,0.005982435209430443,0.18462179379167687,0.9352177603638093,1,0.8376976477015549
208,0.005984092962361879,0.18509262700423695,0.9353472512748907,1,0.8376408925380491
209,0.005982246288686626,0.1859592269594337,0.9337417333516855,0,0.8375219785735295
210,0.005913612001259354,0.18925404059110962,0.932862076989545,0,0.834653749061808
211,0.005787084130981027,0.19463982397264423,0.9308196147674799,0,0.8293889902419266
212,0.005642149387096993,0.20093406917140524,0.9309645433069652,0,0.8228046124887666
213,0.005513012926665382,0.20723151548785246,0.9305686698557298,0,0.8158336381497874
214,0.005413622778788702,0.2125619300194577,0.9302324383627227,0,0.8095313477847907
215,0.0053206922687266235,0.21735896842341695,0.9304244437099438,1,0.8034223634172332
216,0.005317684068913985,0.217574413015979,0.9322089689853839,1,0.8017138179855273
217,0.0053602017158122595,0.21581782126963717,0.9346602789091105,1,0.8025140193107866
218,0.005421656096822582,0.21230020040113443,0.9372259994674952,1,0.804877936121233
219,0.005472021291338169,0.20935163485560998,0.9389573373423081,1,0.8071158860988951
220,0.005519981561239906,0.20657356750245862,0.9408457200623428,1,0.8094096974073914
221,0.00556662233012686,0.2034976388407038,0.9426178413259689,1,0.8123672271062896
222,0.005605222308074368,0.20079947990231542,0.9441160237967895,0,0.8149466385574066
223,0.005583146429875093,0.20162882380819344,0.944462550695399,0,0.813893373293398
224,0.005514088192289937,0.20490679610790147,0.9436949368860688,0,0.8107111903941904
225,0.005441874448756026,0.20905386563174122,0.9423866478139118,0,0.8068334919409357
226,0.00538190010824733,0.2134229794969789,0.9408388349662227,0,0.8026372322767715
227,0.005336046462385505,0.21719947242785492,0.9395567635602524,0,0.798715696299328
228,0.005287723412149887,0.22051006100393813,0.9388297627480449,0,0.7950698037940721
229,0.005241832846323072,0.22336481243085118,0.9380094085727335,0,0.7913407556865923
230,0.005208282167370088,0.22617185375568796,0.9360433518746808,0,0.7879450319169472
231,0.00519789507863099,0.22825328550600835,0.9343000284577363,0,0.7850936672936483
232,0.005193520852053713,0.22991717753591992,0.9322506794842196,0,0.7828362286677968
233,0.0051938283508945445,0.23074559042977047,0.9319295739600345,0,0.7813563578493531
234,0.0051958635679098366,0.231348519630533,0.9316881428963794,0,0.780022816481096
235,0.005195164448943336,0.23266580060196418,0.9314065613933304,0,0.7787210711159714
236,0.005205589458229803,0.23348725060373593,0.9303544104352306,0,0.7779061803389016
237,0.005213267926885515,0.233295989410548,0.9303201197946784,0,0.7775468823074577
238,0.0052341093951327276,0.23291929482194815,0.9306623777913516,0,0.7772773707393165
239,0.005252539773617054,0.23290488919894434,0.9309624632013922,0,0.7766723701350571
240,0.005278902803482301,0.23191019246588032,0.9317313297631327,0,0.7769864954214619
241,0.00529623963116968,0.23184853741335082,0.932318699732032,0,0.7766649635669567
242,0.00531570040841455,0.2318818305079162,0.9328955053133906,0,0.7763131182994241
243,0.005337726038194462,0.23127404462014434,0.9334998741069849,0,0.7764393820119434
244,0.005352283142263275,0.23078267278895886,0.9339686416066864,0,0.7762944231891994
245,0.005367832028643198,0.23054607398027313,0.9349487849508116,0,0.7762888819327926
246,0.005382042586499804,0.22975394017262565,0.9359114075060084,0,0.7764874256308747
247,0.005392728003817798,0.22931925398933786,0.9357777529777311,0,0.776566551440136
248,0.005409009648226581,0.22856772852546564,0.9357920852057728,0,0.7768580993008656
249,0.005440531054363022,0.2268993068176783,0.9359283450483644,0,0.7779700087324528
250,0.005464166306671939,0.22520174854653088,0.9354655514364716,0,0.7787848884892918
251,0.00549512487139557,0.22364097089568052,0.9348904333685222,0,0.779839366387543
252,0.005519642382437346,0.22235826236814155,0.9343166753013434,0,0.7806579213260506
253,0.0055403330878369735,0.22123027725176778,0.9335207244086577,1,0.7812219504150077
254,0.005599118803762596,0.217568763843152,0.934313555445706,1,0.784735094903784
255,0.005673037753507042,0.21267498709723792,0.9357433230014729,1,0.7896006584623957
256,0.00574852524515844,0.20775554621184666,0.9377810841571437,1,0.7947229155355532
257,0.005806705120026705,0.2030435628079086,0.9396896129857351,1,0.7997712518873263
258,0.00586117346866105,0.19825968115065123,0.941479769364318,1,0.8045771534616313
259,0.005910835268184829,0.1935693813044155,0.9432923132590476,1,0.8091706641612574
260,0.005943851123260775,0.189758253533715,0.9444375647336146,0,0.8129438808452133
261,0.005935033049064527,0.1886709870836742,0.9448430028228245,0,0.8140851265770439
262,0.005902890079321646,0.1893861277812505,0.9446572438912779,0,0.8134919024938506
263,0.005857417937048465,0.19106595955361744,0.9440640276797856,0,0.811889553826153
