runner_id,birth_t,death_t,lifetime,path_length,unique_nodes,path_novelty,revisit_rate,runner_mass,mass_density,loop_score,escape_score,mean_intensity,peak_intensity,bridge_score,collapse_contribution,classification,path
53,154,172,19,18,4,0.2222222222222222,0.7777777777777778,0.7530900419406983,0.18827251048517457,0.12323282204181683,0.03975221690451628,0.041838335663372125,0.04512086299382145,0.34826345136710496,0.01364843301274353,diffuse_runner,variable:19 -> variable:8 -> variable:14 -> variable:24
54,127,189,63,62,7,0.11290322580645161,0.8870967741935484,2.835682781377702,0.40509754019681454,0.2557549998215776,0.023065081669142798,0.045736819054479065,0.07984007808792257,0.39983770524389883,0.010934113206378444,diffuse_runner,clause:63 -> variable:1 -> variable:19 -> variable:4 -> variable:16 -> variable:14 -> variable:4 -> variable:20
55,186,204,19,17,5,0.29411764705882354,0.7058823529411764,0.6997750456078708,0.13995500912157416,0.08666286858177628,0.04333858075495154,0.04116323797693358,0.044085496263702464,0.26685862262323423,0.052169433831163035,diffuse_runner,variable:25 -> variable:14 -> variable:13 -> variable:6 -> variable:15
56,198,221,24,21,4,0.19047619047619047,0.8095238095238095,1.0398592489380598,0.25996481223451495,0.1670266527277082,0.03349347423641533,0.04951710709228856,0.06150998149795662,0.342856673257537,0.012869526704815271,diffuse_runner,clause:26 -> clause:22 -> variable:14 -> variable:6
57,174,226,53,51,4,0.0784313725490196,0.9215686274509804,2.39616093288702,0.599040233221755,0.34524252363919644,0.014939838405260652,0.04698354770366706,0.06147284621715396,0.35851046626375077,0.031317653434803396,diffuse_runner,clause:105 -> variable:6 -> variable:15 -> variable:8
58,143,299,157,157,3,0.01910828025477707,0.9808917197452229,11.828387446536853,3.942795815512284,0.7824429558560028,0.003168307767522729,0.07534004743017104,0.2082944255871183,0.32004791240216385,0.018072763717971226,reinforced_loop,clause:71 -> clause:72 -> clause:19
59,0,319,320,320,9,0.028125,0.971875,37.525335155977146,4.169481683997461,0.7838725929098432,0.008357171425423499,0.11726667236242858,0.4634275603914119,0.48462858714108903,0.11313731956435258,reinforced_loop,variable:16 -> clause:82 -> clause:102 -> clause:135 -> variable:5 -> clause:19 -> variable:30 -> clause:24 -> clause:7
60,0,319,320,320,17,0.053125,0.946875,20.995342659708452,1.2350201564534384,0.5232211026219492,0.01707609076943519,0.06561044581158891,0.35580560958344315,0.5428263106684879,0.09214575734286877,reinforced_loop,clause:28 -> variable:1 -> clause:24 -> variable:17 -> clause:24 -> clause:19 -> ...:-1 -> variable:13 -> variable:4 -> variable:8 -> variable:13 -> variable:4 -> variable:14
61,0,319,320,320,11,0.034375,0.965625,16.7635771304614,1.5239615573146728,0.5830419146112665,0.01129925304439761,0.052386178532691875,0.232988453159548,0.5252312490084844,0.12583013430801937,reinforced_loop,variable:17 -> clause:24 -> clause:27 -> clause:29 -> variable:27 -> variable:14 -> ...:-1 -> variable:16 -> variable:14 -> clause:22 -> variable:14 -> variable:4 -> variable:8
62,0,319,320,316,13,0.04113924050632911,0.9588607594936709,27.462911743107426,2.112531672546725,0.6507961804402101,0.010749185645009306,0.08690794855413743,0.24991308809146068,0.48390894111924276,0.03995261301188444,reinforced_loop,clause:32 -> variable:11 -> clause:120 -> variable:15 -> variable:5 -> clause:19 -> ...:-1 -> variable:4 -> clause:109 -> variable:4 -> variable:15 -> variable:1 -> clause:24
63,123,319,197,193,8,0.04145077720207254,0.9585492227979274,8.638542484674215,1.0798178105842768,0.4976678812112597,0.008548826915973069,0.04475928748535862,0.05968220036943339,0.4001691489848714,0.015383182014481906,reinforced_loop,variable:31 -> variable:23 -> variable:14 -> variable:4 -> variable:8 -> variable:16 -> ...:-1 -> variable:4 -> variable:8 -> variable:13 -> variable:19 -> variable:16 -> variable:19
64,186,319,134,129,10,0.07751937984496124,0.9224806201550387,5.4789465202180265,0.5478946520218027,0.3265223493837503,0.019594380533621013,0.04247245364510098,0.04571278911611004,0.4744221627822072,0.03279026300411036,diffuse_runner,clause:82 -> variable:19 -> variable:13 -> variable:6 -> variable:15 -> variable:8 -> ...:-1 -> variable:14 -> variable:6 -> variable:16 -> variable:6 -> variable:13 -> variable:4
65,261,319,59,59,3,0.05084745762711865,0.9491525423728814,2.426853497549262,0.808951165849754,0.42445482786768224,0.00713964295214676,0.04113311012795359,0.04583892976189194,0.2753859784298771,0.009877005573979488,reinforced_loop,variable:14 -> variable:6 -> variable:13
