runner_id,birth_t,death_t,lifetime,path_length,unique_nodes,path_novelty,revisit_rate,runner_mass,mass_density,loop_score,escape_score,mean_intensity,peak_intensity,bridge_score,collapse_contribution,classification,path
26,0,46,47,47,4,0.0851063829787234,0.9148936170212766,3.372987935633286,0.8432469839083215,0.4185447147806308,0.015265964636601374,0.07176570075815503,0.14124499503891585,0.2962865106377367,0.10541090478258153,reinforced_loop,variable:5 -> clause:67 -> clause:83 -> clause:112
27,0,58,59,59,3,0.05084745762711865,0.9491525423728814,3.964669174941312,1.321556391647104,0.5403093431346866,0.010715086074816988,0.06719778262612393,0.1312793840333002,0.34536154709662137,0.11017223228708703,reinforced_loop,variable:12 -> clause:111 -> clause:60
28,0,60,61,61,9,0.14754098360655737,0.8524590163934427,4.357403848081351,0.48415598312015007,0.278086089228932,0.030663434755024373,0.07143284996854674,0.1397223782362281,0.3661799867128407,0.06756227596874038,diffuse_runner,clause:58 -> clause:111 -> variable:15 -> clause:38 -> clause:102 -> clause:131 -> clause:23 -> clause:112 -> clause:83
29,53,80,28,28,4,0.14285714285714285,0.8571428571428572,1.2023515733619556,0.3005878933404889,0.19810023377863947,0.026277062017894717,0.042941127620069845,0.04874899010313004,0.29790656772135443,0.11744000990709937,diffuse_runner,variable:15 -> variable:1 -> variable:14 -> clause:11
30,59,80,22,22,4,0.18181818181818182,0.8181818181818181,1.0212471826581229,0.2553117956645307,0.1664060434240472,0.0219731593090559,0.04642032648446013,0.05817341308464331,0.23645994420323363,0.011090267770412403,diffuse_runner,clause:11 -> clause:126 -> variable:14 -> clause:11 -> clause:67
31,83,101,19,17,4,0.23529411764705882,0.7647058823529411,0.6942267641101801,0.17355669102754503,0.11309195675435886,0.05550004437906839,0.04083686847706942,0.04517103193162328,0.322209168902419,0.23205610322801032,diffuse_runner,clause:77 -> clause:79 -> clause:131 -> clause:79 -> clause:0
32,0,140,141,141,11,0.07801418439716312,0.9219858156028369,8.400168610029176,0.7636516918208343,0.39921489667441873,0.018524352215970253,0.05957566390091614,0.1443247176150801,0.4195310512175379,0.065985554774163,reinforced_loop,clause:2 -> variable:0 -> clause:3 -> variable:1 -> clause:0 -> clause:6 -> clause:79 -> clause:108 -> clause:23 -> clause:112 -> clause:115 -> clause:79
33,58,171,114,109,9,0.08256880733944955,0.9174311926605505,4.6860260814348,0.5206695646038667,0.3141237983289354,0.016898021121231486,0.04299106496729174,0.053728443667876186,0.3963868016278416,0.01629824836923201,diffuse_runner,clause:135 -> clause:42 -> clause:135 -> clause:81 -> variable:0 -> clause:98 -> variable:31 -> clause:16 -> clause:23 -> clause:112
34,154,176,23,23,4,0.17391304347826086,0.8260869565217391,0.9653202508353369,0.24133006270883423,0.16060161838447556,0.02145252062072675,0.04197044568849291,0.045382950998209895,0.24006469456780372,0.013828132001056672,diffuse_runner,clause:131 -> clause:79 -> clause:3 -> clause:42
35,192,207,16,16,3,0.1875,0.8125,0.7052905327066725,0.23509684423555752,0.15465684883974967,0.02014312249201252,0.04408065829416703,0.04957816566671763,0.20407305368174317,0.02642906393514565,diffuse_runner,clause:135 -> clause:3 -> clause:98
36,0,319,320,318,5,0.015723270440251572,0.9842767295597484,16.89000241675005,3.37800048335001,0.7594533807951571,0.005630290161664104,0.05311321514701274,0.14466571463142697,0.4575504661612963,0.28261630304099356,reinforced_loop,variable:16 -> clause:108 -> variable:16 -> variable:29 -> variable:1 -> clause:6
37,0,319,320,320,3,0.009375,0.990625,60.791043147565894,20.26368104918863,0.944037346728282,0.0025021727632667887,0.18997200983614343,0.27303010645815845,0.40990306358477946,0.15112572164659788,reinforced_loop,clause:91 -> clause:58 -> clause:111
38,0,319,320,320,5,0.015625,0.984375,17.54979275441147,3.509958550882294,0.7661080272786156,0.003301708621065308,0.054843102357535846,0.13658664159546094,0.37661443026174807,0.06107608941409688,reinforced_loop,clause:48 -> clause:104 -> clause:81 -> clause:23 -> variable:31 -> clause:23 -> variable:31 -> clause:23
39,0,319,320,320,6,0.01875,0.98125,16.10131770454054,2.683552950756757,0.7148631682867732,0.006902857420830391,0.05031661782668919,0.13488783960462614,0.47331435331795607,0.2778179410720488,reinforced_loop,clause:84 -> clause:2 -> variable:0 -> clause:3 -> variable:1 -> clause:6 -> clause:3 -> variable:1 -> clause:3
40,0,319,320,315,14,0.044444444444444446,0.9555555555555556,18.156696995033553,1.2969069282166823,0.5395371510582309,0.011040268162136237,0.057640307920741436,0.09479610531548222,0.4649327286336489,0.03428381860335926,reinforced_loop,clause:63 -> variable:6 -> clause:135 -> clause:26 -> variable:14 -> clause:11 -> ...:-1 -> clause:131 -> clause:79 -> clause:3 -> clause:77 -> clause:43 -> clause:60
41,171,319,149,148,3,0.02027027027027027,0.9797297297297297,6.544958142519198,2.1816527141730657,0.6717986581311852,0.006599784547194337,0.04422269015215674,0.056169309437758455,0.4808101199613267,0.17716829883095814,reinforced_loop,clause:79 -> clause:3 -> variable:1
