sprite_id,kind,component_id,birth_t,death_t,lifetime,peak_intensity,mean_intensity,mean_influence,mean_entropy,signed_motion,spin_displacement,bridge_score,collapse_contribution,classification
82,clause,17,82,87,6,0.03149502449138135,0.029502631459629124,0.14183022063418604,0.55443692536218,0.0003384398013678569,-0.0017930643405057456,0.03220539662377715,0.007164292386946181,hotspot
83,clause,17,97,103,7,0.032483269979991326,0.030161941778350913,0.13945351472101436,0.5600763806063669,0.0013541954072886775,0.0030758779597071517,0.04116438505718652,0.010581470096858546,hotspot
84,clause,17,114,118,5,0.028659131490018867,0.02831649873371473,0.12754405237672897,0.544811784432312,-0.000514210056699646,0.0098419178829319,0.030438126524904574,0.0074623433719820005,hotspot
85,clause,17,131,139,9,0.030784217195997686,0.02946776798582447,0.13293959638880232,0.5545927119254345,0.0025877191784088455,0.028566278093990927,0.0559144571291832,0.008938346249465238,hotspot
86,clause,17,144,162,19,0.035864227543543056,0.03135805166472374,0.14985841955511214,0.5691186137926706,0.0029715224452804556,0.00885600607851958,0.08187003867930935,0.01093614352620076,hotspot
87,clause,18,0,7,8,0.031817018377739203,0.028991841395736823,0.11692128163458597,0.550872797169483,-0.008262695599518616,-0.006427492159154849,0.04372858829895845,0.017274737407151304,hotspot
88,clause,18,97,119,23,0.0358208759865003,0.030019615429359235,0.13425337205320287,0.5580670961056294,0.002992301669103678,0.018831735476741773,0.092051172274507,0.008799364876024384,hotspot
89,clause,18,177,180,4,0.026490861457827614,0.026063604436805377,0.10527790908636928,0.5247966001559188,0.0004767904634456893,0.0053358672900502,0.025227105868706808,0.007242686637834401,hotspot
90,clause,18,235,257,23,0.029957979813958917,0.02796129482136881,0.12221027212445944,0.5416505270865696,0.000533730536758259,0.014971892444842066,0.08887358298023243,0.006858013359126816,hotspot
91,clause,19,19,26,8,0.1527016831204892,0.11601342533606808,0.5260460459556383,0.8695300119568655,-0.03236411632150202,0.008633538673533891,0.04299587354561975,0.04482045492053731,hotspot
92,clause,19,29,73,45,0.35580560958344315,0.1857879742481234,0.8177556875918081,0.9316847629447681,0.02067833845623429,-0.030532996719434713,0.15290553253364386,0.059121666918834186,standing_wave
93,clause,19,84,88,5,0.08645076718988012,0.08204487727890392,0.3654366753527344,0.8059400556493401,-0.0005057974411324384,0.03057408063150424,0.0374104904016049,0.019290831313477606,hotspot
94,clause,20,0,5,6,0.04751487642413481,0.029385627372854804,0.16696990650487542,0.5292887413519184,-0.11417068154386037,0.19853512590975614,0.0895557997495057,0.10784666115245164,hotspot
95,clause,20,21,29,9,0.011479031768553081,0.010379645211668904,0.023373235054576374,0.31781194106906435,0.0012887252551004938,0.058529972876170365,0.06325521223968028,0.0025682537402795824,hotspot
96,clause,20,34,39,6,0.011498548483310781,0.010807364266337667,0.024366612288386953,0.3257930274117345,-0.0004083159695544569,0.005574975007856808,0.033519370808985136,0.003337787055676481,hotspot
97,clause,20,43,74,32,0.021825850989202544,0.01616789541465189,0.05117087348107322,0.40816747889965216,0.008245233178636319,-0.008752104095028877,0.12222322668724772,0.018900549172632265,hotspot
98,clause,21,22,71,50,0.08072718428342263,0.03372391986208287,0.12450432326346608,0.5623050460167015,-0.002077517276684787,0.09933984520130931,0.1535783327949775,0.010853827624149145,standing_wave
99,clause,21,131,135,5,0.019763007009625702,0.019314273315758076,0.055725792635506866,0.4530360294355579,0.0001294820109297573,-0.009094773224223966,0.03018150836311366,0.0047370751644951695,hotspot
100,clause,22,98,108,11,0.061692138434588734,0.052164016267068986,0.24574039936070627,0.6938281641328209,-0.00036024483383084727,-0.0017988764968339954,0.051791266920460335,0.012747121329272207,hotspot
101,clause,22,126,133,8,0.047434614103150474,0.043853121146125086,0.1826159263960036,0.6553671013445963,-0.003664367669888119,0.02032461046602077,0.046971912262175286,0.013992349828765523,hotspot
102,clause,22,142,156,15,0.051072573864030246,0.04485991752578978,0.1957996841031438,0.6602838263283435,-0.00021565688888183776,-0.01047009326572973,0.07138542419606422,0.013997955858453965,hotspot
103,clause,22,203,222,20,0.06150998149795662,0.051429453154574034,0.23063617028955394,0.692136624368892,-0.0003069365232422905,-0.03671859393427179,0.08931940891923086,0.01252484538799369,hotspot
104,clause,23,0,7,8,0.02421669456815268,0.01328451333828019,0.10526527414503685,0.35023916206469485,-0.0765529168210849,0.22146677576335783,0.103459254934489,0.09201679179456253,hotspot
105,clause,23,25,31,7,0.005856152042780987,0.0055658582362539824,0.00787304276256786,0.21120535381338654,-0.0019717405727444834,-0.0445436011234816,0.05082286397573739,0.005220517947994406,hotspot
106,clause,23,45,58,14,0.010404367373170685,0.00785970041517249,0.014629996316257174,0.26448096956943845,0.0008030879155440165,0.009852871995345486,0.0650671932070633,0.0025584221199563347,hotspot
107,clause,23,79,89,11,0.007303149327568877,0.006512579484620143,0.010401119565160866,0.23471731423930448,0.0019104134895172459,-0.04365779221304461,0.06602262442914482,0.001787789075940631,hotspot
108,clause,23,94,98,5,0.005573589780302675,0.005326765632529551,0.008267615551827975,0.20485077461700726,0.002162630910852205,0.020687164314429407,0.03510884955391439,0.0020931301911143968,hotspot
109,clause,23,108,114,7,0.005677468853422872,0.005449551570225112,0.007098029766777425,0.20814445618801283,-0.00024057101484550522,-0.012684128636538783,0.040281275731842876,0.0018310004726929498,hotspot
110,clause,24,9,18,10,0.2455149031732779,0.20345037141482264,0.9700362711038562,0.9570883881980592,-0.002615836453228604,-0.03182665316706551,0.05841478406788049,0.043326852490759966,hotspot
